55.66036,13.110869,1.301919071E9,776110,776759
776662,55.66033,13.111029,1.301919071E9,776110,776759
776662,55.660248,13.111126,1.301919071E9,776110,776759
776662,55.66015,13.111191,1.301919071E9,776110,776759
776662,55.660057,13.111274,1.301919071E9,776110,776759
776662,55.659973,13.11134,1.301919071E9,776110,776759
776662,55.659878,13.111397,1.301919071E9,776110,776759
776662,55.659786,13.111424,1.301919071E9,776110,776759
776662,55.65969,13.111454,1.301919071E9,776110,776759
776662,55.65968,13.111628,1.301919071E9,776110,776759
776662,55.659737,13.11177,1.301919071E9,776110,776759
776662,55.659794,13.111896,1.301919071E9,776110,776759
776662,55.65985,13.112019,1.301919071E9,776110,776759
776662,55.659924,13.112148,1.301919071E9,776110,776759
776662,55.660004,13.112276,1.301919071E9,776110,776759
776662,55.66008,13.112366,1.301919071E9,776110,776759
776662,55.66015,13.112498,1.301919071E9,776110,776759
776662,55.66023,13.112609,1.301919071E9,776110,776759
776662,55.6603,13.112709,1.301919071E9,776110,776759
776662,55.660378,13.112827,1.301919071E9,776110,776759
776662,55.660442,13.11295,1.301919071E9,776110,776759
776662,55.660503,13.113073,1.301919071E9,776110,776759
776662,55.660576,13.11321,1.301919071E9,776110,776759
776662,55.66065,13.113315,1.301919071E9,776110,776759
776662,55.660717,13.11343,1.301919071E9,776110,776759
776662,55.660793,13.113553,1.301919071E9,776110,776759
776662,55.66087,13.113649,1.301919071E9,776110,776759
776662,55.66095,13.113752,1.301919071E9,776110,776759
776662,55.661015,13.113874,1.301919071E9,776110,776759
776662,55.661068,13.114018,1.301919071E9,776110,776759
776662,55.661125,13.114141,1.301919071E9,776110,776759
776662,55.661198,13.114265,1.301919071E9,776110,776759
776662,55.66129,13.114363,1.301919071E9,776110,776759
776662,55.661373,13.114456,1.301919071E9,776110,776759
776662,55.661446,13.114579,1.301919071E9,776110,776759
776662,55.66152,13.114679,1.301919071E9,776110,776759
776662,55.66159,13.11479,1.301919071E9,776110,776759
776662,55.661667,13.11489,1.301919071E9,776110,776759
776662,55.66175,13.115006,1.301919071E9,776110,776759
776662,55.661827,13.115098,1.301919071E9,776110,776759
776662,55.661892,13.115216,1.301919071E9,776110,776759
776662,55.661953,13.115362,1.301919071E9,776110,776759
776662,55.66203,13.115439,1.301919071E9,776110,776759
776662,55.662117,13.115385,1.301919071E9,776110,776759
776662,55.662212,13.115307,1.301919071E9,776110,776759
776662,55.6623,13.115233,1.301919071E9,776110,776759
776662,55.662384,13.115178,1.301919071E9,776110,776759
776662,55.662476,13.115161,1.301919071E9,776110,776759
776662,55.662567,13.115057,1.301919071E9,776110,776759
