.408024,-0.403483,1.301919071E9,776110,776759
776662,38.40817,-0.403465,1.301919071E9,776110,776759
776662,38.408287,-0.403449,1.301919071E9,776110,776759
776662,38.408398,-0.403426,1.301919071E9,776110,776759
776662,38.40851,-0.403406,1.301919071E9,776110,776759
776662,38.40865,-0.403391,1.301919071E9,776110,776759
776662,38.408688,-0.403258,1.301919071E9,776110,776759
776662,38.40877,-0.40314,1.301919071E9,776110,776759
776662,38.408882,-0.403103,1.301919071E9,776110,776759
776662,38.408985,-0.403082,1.301919071E9,776110,776759
776662,38.409077,-0.403063,1.301919071E9,776110,776759
776662,38.409195,-0.40304,1.301919071E9,776110,776759
776662,38.409306,-0.403018,1.301919071E9,776110,776759
776662,38.409473,-0.402934,1.301919071E9,776110,776759
776662,38.40956,-0.402882,1.301919071E9,776110,776759
776662,38.4097,-0.402824,1.301919071E9,776110,776759
776662,38.409798,-0.40281,1.301919071E9,776110,776759
776662,38.409916,-0.402811,1.301919071E9,776110,776759
776662,38.410027,-0.402783,1.301919071E9,776110,776759
776662,38.41015,-0.402775,1.301919071E9,776110,776759
776662,38.41026,-0.402774,1.301919071E9,776110,776759
776662,38.410343,-0.402728,1.301919071E9,776110,776759
776662,38.41044,-0.402671,1.301919071E9,776110,776759
776662,38.410545,-0.402648,1.301919071E9,776110,776759
776662,38.410683,-0.402628,1.301919071E9,776110,776759
776662,38.410793,-0.402611,1.301919071E9,776110,776759
776662,38.410892,-0.402587,1.301919071E9,776110,776759
776662,38.41099,-0.402544,1.301919071E9,776110,776759
776662,38.411083,-0.402503,1.301919071E9,776110,776759
776662,38.41117,-0.402476,1.301919071E9,776110,776759
776662,38.411263,-0.402443,1.301919071E9,776110,776759
776662,38.41136,-0.402382,1.301919071E9,776110,776759
776662,38.411446,-0.40232,1.301919071E9,776110,776759
776662,38.411552,-0.402287,1.301919071E9,776110,776759
776662,38.411648,-0.40225,1.301919071E9,776110,776759
776662,38.411743,-0.402217,1.301919071E9,776110,776759
776662,38.411854,-0.402173,1.301919071E9,776110,776759
776662,38.411934,-0.4021,1.301919071E9,776110,776759
776662,38.41201,-0.402027,1.301919071E9,776110,776759
776662,38.41213,-0.401937,1.301919071E9,776110,776759
776662,38.41222,-0.401855,1.301919071E9,776110,776759
776662,38.412292,-0.401776,1.301919071E9,776110,776759
776662,38.412373,-0.401713,1.301919071E9,776110,776759
776662,38.412457,-0.401649,1.301919071E9,776110,776759
776662,38.412525,-0.401572,1.301919071E9,776110,776759
776662,38.412613,-0.401495,1.301919071E9,776110,776759
776662,38.41271,-0.401432,1.301919071E9,776110,776759
776662,38.412807,-0.401351,1.301919071E9,776110,776759
776662,38.412895,-0.401267,1.301919071E9,776110,776759
776662,38.41299,-0.401173,1.301919071E9,776110,776759
776662,38.41308,-0.401079,1.301919071E9,776110,776759
776662,38.41318,-0.400972,1.301919071E9,776110,776759
776662,38.41328,-0.400866,1.301919071E9,776110,776759
776662,38.41336,-0.400769,1.301919071E9,776110,776759
776662,38.413437,-0.400664,1.301919071E9,776110,776759
776662,38.413525,-0.400575,1.301919071E9,776110,776759
