,39.999985,-75.246895,1.301919071E9,776110,776759
776662,40.00008,-75.24687,1.301919071E9,776110,776759
776662,40.00018,-75.24686,1.301919071E9,776110,776759
776662,40.000275,-75.24683,1.301919071E9,776110,776759
776662,40.000374,-75.24677,1.301919071E9,776110,776759
776662,40.00046,-75.246704,1.301919071E9,776110,776759
776662,40.00054,-75.24662,1.301919071E9,776110,776759
776662,40.000607,-75.24653,1.301919071E9,776110,776759
776662,40.00067,-75.2464,1.301919071E9,776110,776759
776662,40.000744,-75.24628,1.301919071E9,776110,776759
776662,40.00081,-75.24616,1.301919071E9,776110,776759
776662,40.000874,-75.24606,1.301919071E9,776110,776759
776662,40.000923,-75.24594,1.301919071E9,776110,776759
776662,40.000957,-75.2458,1.301919071E9,776110,776759
776662,40.000996,-75.24566,1.301919071E9,776110,776759
776662,40.001026,-75.24554,1.301919071E9,776110,776759
776662,40.001083,-75.24542,1.301919071E9,776110,776759
776662,40.001152,-75.24534,1.301919071E9,776110,776759
776662,40.001217,-75.24522,1.301919071E9,776110,776759
776662,40.00126,-75.245094,1.301919071E9,776110,776759
776662,40.001305,-75.244995,1.301919071E9,776110,776759
776662,40.001373,-75.24489,1.301919071E9,776110,776759
776662,40.00143,-75.24478,1.301919071E9,776110,776759
776662,40.001495,-75.244675,1.301919071E9,776110,776759
776662,40.00155,-75.24456,1.301919071E9,776110,776759
776662,40.001614,-75.24447,1.301919071E9,776110,776759
776662,40.001663,-75.24434,1.301919071E9,776110,776759
776662,40.001728,-75.244225,1.301919071E9,776110,776759
776662,40.001774,-75.244095,1.301919071E9,776110,776759
776662,40.00182,-75.24395,1.301919071E9,776110,776759
776662,40.00187,-75.243805,1.301919071E9,776110,776759
776662,40.0019,-75.2437,1.301919071E9,776110,776759
776662,40.001945,-75.24358,1.301919071E9,776110,776759
776662,40.002045,-75.24356,1.301919071E9,776110,776759
776662,40.00214,-75.243576,1.301919071E9,776110,776759
776662,40.00224,-75.24363,1.301919071E9,776110,776759
776662,40.002323,-75.24367,1.301919071E9,776110,776759
776662,40.00242,-75.243706,1.301919071E9,776110,776759
776662,40.00251,-75.24373,1.301919071E9,776110,776759
776662,40.002605,-75.24377,1.301919071E9,776110,776759
776662,40.002705,-75.24381,1.301919071E9,776110,776759
776662,40.002804,-75.243866,1.301919071E9,776110,776759
776662,40.00291,-75.24392,1.301919071E9,776110,776759
776662,40.003,-75.24396,1.301919071E9,776110,776759
776662,40.003094,-75.244,1.301919071E9,776110,776759
776662,40.003185,-75.24405,1.301919071E9,776110,776759
776662,40.003284,-75.2441,1.301919071E9,776110,776759
776662,40.00338,-75.24416,1.301919071E9,776110,776759
776662,40.003468,-75.24425,1.301919071E9,776110,776759
776662,40.00353,-75.24434,1.301919071E9,776110,776759
776662,40.00361,-75.24444,1.301919071E9,776110,776759
776662,40.003708,-75.24447,1.301919071E9,776110,776759
776662,40.00381,-75.2445,1.301919071E9,776110,776759
776662,40.003902,-75.24456,1.301919071E9,776110,776759
776662,40.003998,-75.244644,1.301919071E9,776110,776759
776662,40.004074,-75.24473,1.301919071E9,776110,776759
776662,40.004154,-75.24479,1.301919071E9,776110,776759
776662,40.00423,-75.244865,1.301919071E9,776110,776759
776662,40.00432,-75.24495,1.301919071E9,776110,776759
776662,40.004395,-75.24503,1.301919071E9,776110,776759
