,2.324676,1.301919071E9,776110,776759
776662,48.8602,2.324749,1.301919071E9,776110,776759
776662,48.860306,2.324841,1.301919071E9,776110,776759
776662,48.860382,2.324912,1.301919071E9,776110,776759
776662,48.86047,2.324999,1.301919071E9,776110,776759
776662,48.860546,2.3251,1.301919071E9,776110,776759
776662,48.86063,2.325178,1.301919071E9,776110,776759
776662,48.860718,2.325248,1.301919071E9,776110,776759
776662,48.860825,2.325192,1.301919071E9,776110,776759
776662,48.860916,2.325164,1.301919071E9,776110,776759
776662,48.860996,2.325087,1.301919071E9,776110,776759
776662,48.86105,2.324919,1.301919071E9,776110,776759
776662,48.861084,2.324782,1.301919071E9,776110,776759
776662,48.861115,2.324603,1.301919071E9,776110,776759
776662,48.861168,2.324436,1.301919071E9,776110,776759
776662,48.861183,2.324298,1.301919071E9,776110,776759
776662,48.861217,2.324171,1.301919071E9,776110,776759
776662,48.86133,2.324236,1.301919071E9,776110,776759
776662,48.86143,2.324334,1.301919071E9,776110,776759
776662,48.861523,2.324399,1.301919071E9,776110,776759
776662,48.86162,2.324465,1.301919071E9,776110,776759
776662,48.86171,2.324532,1.301919071E9,776110,776759
776662,48.86181,2.324605,1.301919071E9,776110,776759
776662,48.86189,2.324698,1.301919071E9,776110,776759
776662,48.86198,2.324744,1.301919071E9,776110,776759
776662,48.86206,2.3248,1.301919071E9,776110,776759
776662,48.862152,2.324881,1.301919071E9,776110,776759
776662,48.862247,2.324964,1.301919071E9,776110,776759
776662,48.862328,2.325036,1.301919071E9,776110,776759
776662,48.862408,2.325127,1.301919071E9,776110,776759
776662,48.862495,2.325089,1.301919071E9,776110,776759
776662,48.862534,2.324955,1.301919071E9,776110,776759
776662,48.86256,2.324805,1.301919071E9,776110,776759
776662,48.862617,2.324674,1.301919071E9,776110,776759
776662,48.86265,2.32453,1.301919071E9,776110,776759
776662,48.86269,2.324399,1.301919071E9,776110,776759
776662,48.862743,2.324283,1.301919071E9,776110,776759
776662,48.862778,2.324141,1.301919071E9,776110,776759
776662,48.862827,2.324013,1.301919071E9,776110,776759
776662,48.86287,2.323873,1.301919071E9,776110,776759
776662,48.862904,2.323728,1.301919071E9,776110,776759
776662,48.862965,2.323586,1.301919071E9,776110,776759
776662,48.86301,2.323437,1.301919071E9,776110,776759
776662,48.86305,2.323305,1.301919071E9,776110,776759
776662,48.86309,2.323171,1.301919071E9,776110,776759
776662,48.863136,2.323039,1.301919071E9,776110,776759
776662,48.863186,2.322898,1.301919071E9,776110,776759
776662,48.863213,2.322737,1.301919071E9,776110,776759
776662,48.86326,2.32258,1.301919071E9,776110,776759
776662,48.86329,2.322449,1.301919071E9,776110,776759
776662,48.863358,2.322319,1.301919071E9,776110,776759
776662,48.863403,2.322196,1.301919071E9,776110,776759
776662,48.863472,2.322018,1.301919071E9,776110,776759
776662,48.863525,2.321896,1.301919071E9,776110,776759
776662,48.86358,2.321752,1.301919071E9,776110,776759
776662,48.86363,2.32161,1.301919071E9,776110,776759
776662,48.86369,2.321466,1.301919071E9,776110,776759
776662,48.86373,2.321314,1.301919071E9,776110,776759
776662,48.863777,2.321151,1.301919071E9,776110,776759
776662,48.86382,2.321018,1.301919071E9,776110,776759
776662,48.86386,2.320864,1.301919071E9,776110,776759
776662,48.863903,2.320731,1.301919071E9,776110,776759
776662,48.86396,2.3206,1.301919071E9,776110,776759
776662,48.864014,2.320457,1.301919071E9,776110,776759
776662,48.864082,2.320366,1.301919071E9,776110,776759
776662,48.864174,2.320472,1.301919071E9,776110,776759
776662,48.864258,2.320559,1.301919071E9,776110,776759
776662,48.86434,2.320616,1.301919071E9,776110,776759
776662,48.86443,2.320678,1.301919071E9,776110,776759
776662,48.864483,2.320826,1.301919071E9,776110,776759
776662,48.864513,2.320998,1.301919071E9,776110,776759
776662,48.86454,2.321133,1.301919071E9,776110,776759
776662,48.864586,2.321258,1.301919071E9,776110,776759
776662,48.864647,2.321369,1.301919071E9,776110,776759
776662,48.864723,2.32146,1.301919071E9,776110,776759
776662,48.864807,2.321524,1.301919071E9,776110,776759
776662,48.864902,2.321597,1.301919071E9,776110,776759
776662,48.86499,2.321664,1.301919071E9,776110,776759
776662,48.865078,2.321741,1.301919071E9,776110,776759
776662,48.865158,2.321816,1.301919071E9,776110,776759
776662,48.865257,2.321883,1.301919071E9,776110,776759
776662,48.865353,2.321947,1.301919071E9,776110,776759
776662,48.865463,2.321995,1.301919071E9,776110,776759
776662,48.86556,2.321999,1.301919071E9,776110,776759
776662,48.865597,2.321865,1.301919071E9,776110,776759
776662,48.865665,2.321746,1.301919071E9,776110,776759
776662,48.865715,2.321613,1.301919071E9,776110,776759
776662,48.865788,2.321523,1.301919071E9,776110,776759
776662,48.865826,2.321399,1.301919071E9,776110,776759
776662,48.865852,2.321267,1.301919071E9,776110,776759
776662,48.86589,2.321135,1.301919071E9,776110,776759
776662,48.865932,2.321008,1.301919071E9,776110,776759
776662,48.865982,2.320867,1.301919071E9,776110,776759
776662,48.866062,2.320786,1.301919071E9,776110,776759
776662,48.866154,2.320761,1.301919071E9,776110,776759
776662,48.866272,2.320786,1.301919071E9,776110,776759
776662,48.86638,2.32078,1.301919071E9,776110,776759
776662,48.866493,2.32078,1.301919071E9,776110,776759
776662,48.866608,2.320752,1.301919071E9,776110,776759
776662,48.866688,2.320806,1.301919071E9,776110,776759
776662,48.866768,2.320925,1.301919071E9,776110,776759
776662,48.866802,2.320969,1.301919071E9,776110,776759
776662,48.86686,2.32086,1.301919071E9,776110,776759
776662,48.866962,2.320821,1.301919071E9,776110,776759
776662,48.86707,2.320825,1.301919071E9,776110,776759
776662,48.867176,2.320837,1.301919071E9,776110,776759
776662,48.867245,2.320884,1.301919071E9,776110,776759
776662,48.867393,2.320928,1.301919071E9,776110,776759
776662,48.867485,2.320936,1.301919071E9,776110,776759
776662,48.86758,2.320978,1.301919071E9,776110,776759
776662,48.867676,2.321012,1.301919071E9,776110,776759
776662,48.867764,2.321057,1.301919071E9,776110,776759
776662,48.86785,2.32112,1.301919071E9,776110,776759
776662,48.86794,2.321183,1.301919071E9,776110,776759
776662,48.868053,2.321224,1.301919071E9,776110,776759
776662,48.868145,2.321241,1.301919071E9,776110,776759
776662,48.868244,2.321287,1.301919071E9,776110,776759
776662,48.868347,2.321378,1.301919071E9,776110,776759
776662,48.868435,2.321512,1.301919071E9,776110,776759
776662,48.86847,2.321666,1.301919071E9,776110,776759
776662,48.868473,2.321748,1.301919071E9,776110,776759
776662,48.86853,2.321846,1.301919071E9,776110,776759
776662,48.868652,2.321945,1.301919071E9,776110,776759
