1.237988,1.3489816,1.301919071E9,776110,776759
776662,41.23808,1.3490095,1.301919071E9,776110,776759
776662,41.238182,1.349019,1.301919071E9,776110,776759
776662,41.23827,1.349021,1.301919071E9,776110,776759
776662,41.238354,1.3490418,1.301919071E9,776110,776759
776662,41.23841,1.3491219,1.301919071E9,776110,776759
776662,41.23846,1.3492233,1.301919071E9,776110,776759
776662,41.238495,1.3493391,1.301919071E9,776110,776759
776662,41.238552,1.3494315,1.301919071E9,776110,776759
776662,41.23861,1.3495319,1.301919071E9,776110,776759
776662,41.238655,1.3496388,1.301919071E9,776110,776759
776662,41.2387,1.34974,1.301919071E9,776110,776759
776662,41.238743,1.3498386,1.301919071E9,776110,776759
776662,41.23879,1.3499442,1.301919071E9,776110,776759
776662,41.23887,1.3500091,1.301919071E9,776110,776759
776662,41.238964,1.3500193,1.301919071E9,776110,776759
776662,41.23904,1.3499818,1.301919071E9,776110,776759
776662,41.23912,1.3499064,1.301919071E9,776110,776759
776662,41.23915,1.3497897,1.301919071E9,776110,776759
776662,41.23917,1.3496791,1.301919071E9,776110,776759
776662,41.23918,1.3495715,1.301919071E9,776110,776759
776662,41.239243,1.3494912,1.301919071E9,776110,776759
776662,41.239323,1.3494487,1.301919071E9,776110,776759
776662,41.239395,1.3493929,1.301919071E9,776110,776759
776662,41.239464,1.3493137,1.301919071E9,776110,776759
776662,41.23952,1.3492262,1.301919071E9,776110,776759
776662,41.23956,1.3491273,1.301919071E9,776110,776759
776662,41.239555,1.3490084,1.301919071E9,776110,776759
776662,41.239544,1.3488864,1.301919071E9,776110,776759
776662,41.239567,1.3487778,1.301919071E9,776110,776759
776662,41.239605,1.3486643,1.301919071E9,776110,776759
776662,41.239647,1.348554,1.301919071E9,776110,776759
776662,41.239674,1.3484509,1.301919071E9,776110,776759
776662,41.2397,1.3483461,1.301919071E9,776110,776759
776662,41.239746,1.3482391,1.301919071E9,776110,776759
776662,41.239807,1.3481609,1.301919071E9,776110,776759
776662,41.239876,1.3480916,1.301919071E9,776110,776759
776662,41.239937,1.3480089,1.301919071E9,776110,776759
776662,41.23995,1.3478886,1.301919071E9,776110,776759
776662,41.23992,1.3477639,1.301919071E9,776110,776759
776662,41.239887,1.3476555,1.301919071E9,776110,776759
776662,41.23987,1.3475325,1.301919071E9,776110,776759
776662,41.239872,1.3474183,1.301919071E9,776110,776759
776662,41.23986,1.3472948,1.301919071E9,776110,776759
776662,41.239857,1.34718,1.301919071E9,776110,776759
776662,41.23988,1.3470714,1.301919071E9,776110,776759
776662,41.239914,1.3469652,1.301919071E9,776110,776759
776662,41.23995,1.3468615,1.301919071E9,776110,776759
776662,41.24,1.3467716,1.301919071E9,776110,776759
776662,41.240044,1.3466705,1.301919071E9,776110,776759
776662,41.24009,1.3465784,1.301919071E9,776110,776759
776662,41.24013,1.3464773,1.301919071E9,776110,776759
776662,41.24019,1.3463793,1.301919071E9,776110,776759
776662,41.24025,1.3462918,1.301919071E9,776110,776759
776662,41.240326,1.3462243,1.301919071E9,776110,776759
