,38.777992,-90.53041,1.301919071E9,776110,776759
776662,38.77805,-90.53031,1.301919071E9,776110,776759
776662,38.77811,-90.53021,1.301919071E9,776110,776759
776662,38.778168,-90.53012,1.301919071E9,776110,776759
776662,38.77823,-90.53003,1.301919071E9,776110,776759
776662,38.778152,-90.52994,1.301919071E9,776110,776759
776662,38.778076,-90.529854,1.301919071E9,776110,776759
776662,38.778,-90.52978,1.301919071E9,776110,776759
776662,38.77791,-90.52969,1.301919071E9,776110,776759
776662,38.777843,-90.5296,1.301919071E9,776110,776759
776662,38.777767,-90.52951,1.301919071E9,776110,776759
776662,38.777683,-90.52943,1.301919071E9,776110,776759
776662,38.777596,-90.52934,1.301919071E9,776110,776759
776662,38.777523,-90.529274,1.301919071E9,776110,776759
776662,38.777454,-90.5292,1.301919071E9,776110,776759
776662,38.777397,-90.529106,1.301919071E9,776110,776759
776662,38.77733,-90.52902,1.301919071E9,776110,776759
776662,38.777245,-90.52896,1.301919071E9,776110,776759
776662,38.777164,-90.5289,1.301919071E9,776110,776759
776662,38.777073,-90.52883,1.301919071E9,776110,776759
776662,38.776978,-90.52876,1.301919071E9,776110,776759
776662,38.7769,-90.5287,1.301919071E9,776110,776759
776662,38.776825,-90.52863,1.301919071E9,776110,776759
776662,38.77675,-90.52857,1.301919071E9,776110,776759
776662,38.776653,-90.528496,1.301919071E9,776110,776759
776662,38.77658,-90.52843,1.301919071E9,776110,776759
776662,38.77651,-90.52835,1.301919071E9,776110,776759
776662,38.77644,-90.528275,1.301919071E9,776110,776759
776662,38.77636,-90.52819,1.301919071E9,776110,776759
776662,38.776264,-90.52811,1.301919071E9,776110,776759
776662,38.77618,-90.52805,1.301919071E9,776110,776759
776662,38.776093,-90.52802,1.301919071E9,776110,776759
776662,38.77601,-90.52796,1.301919071E9,776110,776759
776662,38.775936,-90.52789,1.301919071E9,776110,776759
776662,38.77584,-90.52782,1.301919071E9,776110,776759
776662,38.77573,-90.52782,1.301919071E9,776110,776759
776662,38.775642,-90.52788,1.301919071E9,776110,776759
776662,38.775585,-90.52797,1.301919071E9,776110,776759
776662,38.77554,-90.52808,1.301919071E9,776110,776759
776662,38.775497,-90.52819,1.301919071E9,776110,776759
