,42.353107,-71.09056,1.301919071E9,776110,776759
776662,42.35319,-71.09061,1.301919071E9,776110,776759
776662,42.353294,-71.09066,1.301919071E9,776110,776759
776662,42.3534,-71.09071,1.301919071E9,776110,776759
776662,42.353504,-71.090775,1.301919071E9,776110,776759
776662,42.353603,-71.09081,1.301919071E9,776110,776759
776662,42.353718,-71.09084,1.301919071E9,776110,776759
776662,42.353825,-71.090904,1.301919071E9,776110,776759
776662,42.353935,-71.09096,1.301919071E9,776110,776759
776662,42.354023,-71.09103,1.301919071E9,776110,776759
776662,42.354134,-71.09108,1.301919071E9,776110,776759
776662,42.354233,-71.091125,1.301919071E9,776110,776759
776662,42.354324,-71.09116,1.301919071E9,776110,776759
776662,42.35443,-71.09122,1.301919071E9,776110,776759
776662,42.35452,-71.09126,1.301919071E9,776110,776759
776662,42.354603,-71.09132,1.301919071E9,776110,776759
776662,42.35469,-71.091354,1.301919071E9,776110,776759
776662,42.354782,-71.0914,1.301919071E9,776110,776759
776662,42.35487,-71.09145,1.301919071E9,776110,776759
776662,42.354977,-71.0915,1.301919071E9,776110,776759
776662,42.35508,-71.091545,1.301919071E9,776110,776759
776662,42.355167,-71.09159,1.301919071E9,776110,776759
776662,42.355274,-71.091644,1.301919071E9,776110,776759
776662,42.355373,-71.09169,1.301919071E9,776110,776759
776662,42.355473,-71.09176,1.301919071E9,776110,776759
776662,42.355564,-71.09178,1.301919071E9,776110,776759
776662,42.355675,-71.091835,1.301919071E9,776110,776759
776662,42.355774,-71.09187,1.301919071E9,776110,776759
776662,42.35587,-71.09193,1.301919071E9,776110,776759
776662,42.355957,-71.09197,1.301919071E9,776110,776759
776662,42.356045,-71.09201,1.301919071E9,776110,776759
776662,42.356133,-71.09206,1.301919071E9,776110,776759
776662,42.356216,-71.092094,1.301919071E9,776110,776759
776662,42.356316,-71.09215,1.301919071E9,776110,776759
776662,42.35642,-71.092186,1.301919071E9,776110,776759
776662,42.356518,-71.09223,1.301919071E9,776110,776759
776662,42.356606,-71.09227,1.301919071E9,776110,776759
776662,42.35671,-71.09232,1.301919071E9,776110,776759
776662,42.356815,-71.09239,1.301919071E9,776110,776759
776662,42.356907,-71.092415,1.301919071E9,776110,776759
776662,42.356995,-71.09234,1.301919071E9,776110,776759
776662,42.357044,-71.0922,1.301919071E9,776110,776759
776662,42.35709,-71.09207,1.301919071E9,776110,776759
776662,42.357136,-71.09195,1.301919071E9,776110,776759
776662,42.357178,-71.091835,1.301919071E9,776110,776759
776662,42.35722,-71.09172,1.301919071E9,776110,776759
776662,42.35727,-71.091576,1.301919071E9,776110,776759
776662,42.35732,-71.09145,1.301919071E9,776110,776759
776662,42.35737,-71.091324,1.301919071E9,776110,776759
776662,42.357418,-71.09121,1.301919071E9,776110,776759
776662,42.35748,-71.09107,1.301919071E9,776110,776759
776662,42.35752,-71.09092,1.301919071E9,776110,776759
776662,42.357567,-71.09081,1.301919071E9,776110,776759
776662,42.357613,-71.09069,1.301919071E9,776110,776759
776662,42.357647,-71.090576,1.301919071E9,776110,776759
776662,42.357693,-71.09046,1.301919071E9,776110,776759
776662,42.357727,-71.09035,1.301919071E9,776110,776759
776662,42.35777,-71.09024,1.301919071E9,776110,776759
776662,42.35781,-71.090096,1.301919071E9,776110,776759
776662,42.357857,-71.08996,1.301919071E9,776110,776759
