,39.73397,-104.96726,1.301919071E9,776110,776759
776662,39.734154,-104.96739,1.301919071E9,776110,776759
776662,39.734253,-104.96746,1.301919071E9,776110,776759
776662,39.734333,-104.967514,1.301919071E9,776110,776759
776662,39.734447,-104.96759,1.301919071E9,776110,776759
776662,39.73465,-104.967735,1.301919071E9,776110,776759
776662,39.73478,-104.96781,1.301919071E9,776110,776759
776662,39.734966,-104.96783,1.301919071E9,776110,776759
776662,39.735123,-104.96783,1.301919071E9,776110,776759
776662,39.735306,-104.96781,1.301919071E9,776110,776759
776662,39.735455,-104.96775,1.301919071E9,776110,776759
776662,39.73557,-104.96771,1.301919071E9,776110,776759
776662,39.735664,-104.967804,1.301919071E9,776110,776759
776662,39.73577,-104.96803,1.301919071E9,776110,776759
776662,39.73589,-104.96817,1.301919071E9,776110,776759
776662,39.73603,-104.968285,1.301919071E9,776110,776759
776662,39.736187,-104.968346,1.301919071E9,776110,776759
776662,39.73632,-104.96837,1.301919071E9,776110,776759
776662,39.736485,-104.96838,1.301919071E9,776110,776759
776662,39.736645,-104.96839,1.301919071E9,776110,776759
776662,39.736797,-104.968414,1.301919071E9,776110,776759
776662,39.73688,-104.968636,1.301919071E9,776110,776759
776662,39.736893,-104.96879,1.301919071E9,776110,776759
776662,39.73689,-104.9689,1.301919071E9,776110,776759
776662,39.736893,-104.96906,1.301919071E9,776110,776759
776662,39.736897,-104.96924,1.301919071E9,776110,776759
776662,39.736916,-104.969406,1.301919071E9,776110,776759
776662,39.736916,-104.96957,1.301919071E9,776110,776759
776662,39.736908,-104.969696,1.301919071E9,776110,776759
776662,39.736893,-104.96991,1.301919071E9,776110,776759
776662,39.73689,-104.97017,1.301919071E9,776110,776759
776662,39.73689,-104.97032,1.301919071E9,776110,776759
776662,39.73692,-104.97055,1.301919071E9,776110,776759
776662,39.73693,-104.9707,1.301919071E9,776110,776759
776662,39.736923,-104.9709,1.301919071E9,776110,776759
776662,39.736923,-104.97104,1.301919071E9,776110,776759
776662,39.736916,-104.97126,1.301919071E9,776110,776759
776662,39.736923,-104.971436,1.301919071E9,776110,776759
776662,39.73693,-104.9716,1.301919071E9,776110,776759
776662,39.73692,-104.97188,1.301919071E9,776110,776759
776662,39.736923,-104.97207,1.301919071E9,776110,776759
776662,39.736927,-104.97224,1.301919071E9,776110,776759
776662,39.73691,-104.9724,1.301919071E9,776110,776759
776662,39.7369,-104.972694,1.301919071E9,776110,776759
776662,39.736908,-104.97282,1.301919071E9,776110,776759
776662,39.73691,-104.972946,1.301919071E9,776110,776759
776662,39.736916,-104.97307,1.301919071E9,776110,776759
776662,39.736927,-104.97324,1.301919071E9,776110,776759
776662,39.736923,-104.97342,1.301919071E9,776110,776759
776662,39.736927,-104.973595,1.301919071E9,776110,776759
776662,39.736916,-104.97377,1.301919071E9,776110,776759
776662,39.736893,-104.97392,1.301919071E9,776110,776759
776662,39.736893,-104.974075,1.301919071E9,776110,776759
776662,39.7369,-104.974205,1.301919071E9,776110,776759
776662,39.736927,-104.97444,1.301919071E9,776110,776759
776662,39.73694,-104.9747,1.301919071E9,776110,776759
776662,39.73694,-104.97487,1.301919071E9,776110,776759
776662,39.73695,-104.97505,1.301919071E9,776110,776759
776662,39.736927,-104.97524,1.301919071E9,776110,776759
776662,39.73691,-104.975426,1.301919071E9,776110,776759
776662,39.736916,-104.97556,1.301919071E9,776110,776759
776662,39.736897,-104.97579,1.301919071E9,776110,776759
776662,39.736904,-104.975945,1.301919071E9,776110,776759
776662,39.736904,-104.97617,1.301919071E9,776110,776759
776662,39.73692,-104.9764,1.301919071E9,776110,776759
776662,39.73691,-104.976524,1.301919071E9,776110,776759
776662,39.736908,-104.9767,1.301919071E9,776110,776759
776662,39.736897,-104.97694,1.301919071E9,776110,776759
776662,39.736893,-104.97717,1.301919071E9,776110,776759
776662,39.736885,-104.977394,1.301919071E9,776110,776759
776662,39.7369,-104.97757,1.301919071E9,776110,776759
776662,39.736916,-104.9777,1.301919071E9,776110,776759
776662,39.73692,-104.977844,1.301919071E9,776110,776759
776662,39.736904,-104.97806,1.301919071E9,776110,776759
776662,39.736908,-104.97825,1.301919071E9,776110,776759
776662,39.736942,-104.9785,1.301919071E9,776110,776759
776662,39.736946,-104.97868,1.301919071E9,776110,776759
776662,39.736958,-104.97888,1.301919071E9,776110,776759
776662,39.736946,-104.97901,1.301919071E9,776110,776759
776662,39.736935,-104.979225,1.301919071E9,776110,776759
776662,39.73693,-104.979355,1.301919071E9,776110,776759
776662,39.736927,-104.97955,1.301919071E9,776110,776759
776662,39.73691,-104.97973,1.301919071E9,776110,776759
776662,39.73691,-104.97986,1.301919071E9,776110,776759
776662,39.73692,-104.97997,1.301919071E9,776110,776759
776662,39.736935,-104.980156,1.301919071E9,776110,776759
776662,39.736946,-104.98033,1.301919071E9,776110,776759
