.61417,-122.67797,1.301919071E9,776110,776759
776662,45.614044,-122.67803,1.301919071E9,776110,776759
776662,45.613914,-122.67809,1.301919071E9,776110,776759
776662,45.61381,-122.67815,1.301919071E9,776110,776759
776662,45.613663,-122.6782,1.301919071E9,776110,776759
776662,45.613575,-122.67831,1.301919071E9,776110,776759
776662,45.613464,-122.678375,1.301919071E9,776110,776759
776662,45.613373,-122.67847,1.301919071E9,776110,776759
776662,45.61323,-122.678535,1.301919071E9,776110,776759
776662,45.613148,-122.6786,1.301919071E9,776110,776759
776662,45.613045,-122.67869,1.301919071E9,776110,776759
776662,45.612957,-122.67877,1.301919071E9,776110,776759
776662,45.61287,-122.67884,1.301919071E9,776110,776759
776662,45.612778,-122.67895,1.301919071E9,776110,776759
776662,45.612675,-122.67905,1.301919071E9,776110,776759
776662,45.612556,-122.67914,1.301919071E9,776110,776759
776662,45.612427,-122.6792,1.301919071E9,776110,776759
776662,45.612324,-122.67929,1.301919071E9,776110,776759
776662,45.612217,-122.6793,1.301919071E9,776110,776759
776662,45.612118,-122.67937,1.301919071E9,776110,776759
776662,45.61204,-122.679436,1.301919071E9,776110,776759
776662,45.611965,-122.67953,1.301919071E9,776110,776759
776662,45.612015,-122.67965,1.301919071E9,776110,776759
776662,45.612087,-122.67979,1.301919071E9,776110,776759
776662,45.61219,-122.67968,1.301919071E9,776110,776759
776662,45.612186,-122.67954,1.301919071E9,776110,776759
776662,45.61218,-122.6794,1.301919071E9,776110,776759
776662,45.612106,-122.679245,1.301919071E9,776110,776759
776662,45.612045,-122.679085,1.301919071E9,776110,776759
776662,45.611916,-122.67905,1.301919071E9,776110,776759
776662,45.611813,-122.6791,1.301919071E9,776110,776759
776662,45.61162,-122.67904,1.301919071E9,776110,776759
776662,45.611835,-122.67854,1.301919071E9,776110,776759
776662,45.611813,-122.678375,1.301919071E9,776110,776759
776662,45.61182,-122.67813,1.301919071E9,776110,776759
776662,45.61183,-122.67793,1.301919071E9,776110,776759
776662,45.611874,-122.677795,1.301919071E9,776110,776759
776662,45.611908,-122.67767,1.301919071E9,776110,776759
776662,45.611942,-122.677536,1.301919071E9,776110,776759
776662,45.611965,-122.67738,1.301919071E9,776110,776759
776662,45.61198,-122.67724,1.301919071E9,776110,776759
776662,45.612,-122.6771,1.301919071E9,776110,776759
776662,45.612045,-122.676994,1.301919071E9,776110,776759
776662,45.612003,-122.67711,1.301919071E9,776110,776759
776662,45.61189,-122.67708,1.301919071E9,776110,776759
776662,45.611786,-122.67717,1.301919071E9,776110,776759
776662,45.611664,-122.67723,1.301919071E9,776110,776759
776662,45.611576,-122.67728,1.301919071E9,776110,776759
776662,45.611423,-122.67732,1.301919071E9,776110,776759
776662,45.611313,-122.67738,1.301919071E9,776110,776759
776662,45.611217,-122.67746,1.301919071E9,776110,776759
776662,45.61112,-122.67758,1.301919071E9,776110,776759
776662,45.611034,-122.67767,1.301919071E9,776110,776759
776662,45.61095,-122.67777,1.301919071E9,776110,776759
776662,45.610847,-122.67778,1.301919071E9,776110,776759
776662,45.610744,-122.67774,1.301919071E9,776110,776759
776662,45.61068,-122.67785,1.301919071E9,776110,776759
776662,45.61073,-122.677986,1.301919071E9,776110,776759
776662,45.610832,-122.678055,1.301919071E9,776110,776759
776662,45.610878,-122.67817,1.301919071E9,776110,776759
776662,45.610886,-122.678345,1.301919071E9,776110,776759
776662,45.610847,-122.67853,1.301919071E9,776110,776759
776662,45.61083,-122.678696,1.301919071E9,776110,776759
776662,45.6108,-122.678825,1.301919071E9,776110,776759
776662,45.610756,-122.678986,1.301919071E9,776110,776759
776662,45.61071,-122.67913,1.301919071E9,776110,776759
776662,45.61059,-122.67923,1.301919071E9,776110,776759
776662,45.61047,-122.67936,1.301919071E9,776110,776759
776662,45.610374,-122.679405,1.301919071E9,776110,776759
776662,45.61029,-122.67949,1.301919071E9,776110,776759
776662,45.610176,-122.67958,1.301919071E9,776110,776759
776662,45.61009,-122.67965,1.301919071E9,776110,776759
776662,45.60997,-122.6797,1.301919071E9,776110,776759
776662,45.609882,-122.67977,1.301919071E9,776110,776759
776662,45.6098,-122.67983,1.301919071E9,776110,776759
776662,45.609707,-122.67988,1.301919071E9,776110,776759
776662,45.6096,-122.679924,1.301919071E9,776110,776759
776662,45.609516,-122.680016,1.301919071E9,776110,776759
776662,45.6094,-122.680084,1.301919071E9,776110,776759
776662,45.60932,-122.680145,1.301919071E9,776110,776759
776662,45.60917,-122.68023,1.301919071E9,776110,776759
776662,45.609028,-122.68031,1.301919071E9,776110,776759
776662,45.60893,-122.680374,1.301919071E9,776110,776759
776662,45.60883,-122.680435,1.301919071E9,776110,776759
776662,45.60873,-122.68048,1.301919071E9,776110,776759
776662,45.608635,-122.680534,1.301919071E9,776110,776759
776662,45.60854,-122.680595,1.301919071E9,776110,776759
776662,45.608433,-122.68066,1.301919071E9,776110,776759
776662,45.608334,-122.68073,1.301919071E9,776110,776759
776662,45.608234,-122.68081,1.301919071E9,776110,776759
776662,45.60815,-122.68086,1.301919071E9,776110,776759
776662,45.60804,-122.68094,1.301919071E9,776110,776759
776662,45.60793,-122.68099,1.301919071E9,776110,776759
776662,45.607822,-122.68106,1.301919071E9,776110,776759
776662,45.607693,-122.68111,1.301919071E9,776110,776759
776662,45.607586,-122.68118,1.301919071E9,776110,776759
776662,45.607475,-122.68123,1.301919071E9,776110,776759
776662,45.60736,-122.681274,1.301919071E9,776110,776759
776662,45.607254,-122.68133,1.301919071E9,776110,776759
776662,45.60714,-122.68139,1.301919071E9,776110,776759
776662,45.60705,-122.68146,1.301919071E9,776110,776759
776662,45.606964,-122.68152,1.301919071E9,776110,776759
776662,45.60685,-122.68156,1.301919071E9,776110,776759
776662,45.606735,-122.68161,1.301919071E9,776110,776759
776662,45.606606,-122.681656,1.301919071E9,776110,776759
776662,45.60648,-122.6817,1.301919071E9,776110,776759
776662,45.60636,-122.68177,1.301919071E9,776110,776759
776662,45.60624,-122.6818,1.301919071E9,776110,776759
776662,45.606125,-122.68188,1.301919071E9,776110,776759
776662,45.605995,-122.681915,1.301919071E9,776110,776759
776662,45.605877,-122.68195,1.301919071E9,776110,776759
776662,45.605736,-122.681984,1.301919071E9,776110,776759
776662,45.605618,-122.68203,1.301919071E9,776110,776759
776662,45.60551,-122.682076,1.301919071E9,776110,776759
776662,45.60541,-122.682106,1.301919071E9,776110,776759
776662,45.60528,-122.6821,1.301919071E9,776110,776759
776662,45.60515,-122.682014,1.301919071E9,776110,776759
776662,45.60503,-122.68186,1.301919071E9,776110,776759
776662,45.604977,-122.68167,1.301919071E9,776110,776759
776662,45.60497,-122.68147,1.301919071E9,776110,776759
776662,45.604946,-122.681305,1.301919071E9,776110,776759
776662,45.604916,-122.68115,1.301919071E9,776110,776759
776662,45.604843,-122.68103,1.301919071E9,776110,776759
776662,45.60474,-122.68101,1.301919071E9,776110,776759
776662,45.60463,-122.68095,1.301919071E9,776110,776759
776662,45.6045,-122.68106,1.301919071E9,776110,776759
776662,45.60437,-122.68121,1.301919071E9,776110,776759
776662,45.604267,-122.68134,1.301919071E9,776110,776759
776662,45.60415,-122.68143,1.301919071E9,776110,776759
776662,45.604023,-122.68145,1.301919071E9,776110,776759
776662,45.603897,-122.68152,1.301919071E9,776110,776759
776662,45.603825,-122.68136,1.301919071E9,776110,776759
776662,45.603737,-122.68126,1.301919071E9,776110,776759
776662,45.603664,-122.68107,1.301919071E9,776110,776759
776662,45.6037,-122.680916,1.301919071E9,776110,776759
776662,45.603745,-122.68078,1.301919071E9,776110,776759
776662,45.60376,-122.68058,1.301919071E9,776110,776759
776662,45.603718,-122.68044,1.301919071E9,776110,776759
776662,45.603584,-122.68039,1.301919071E9,776110,776759
776662,45.603497,-122.680275,1.301919071E9,776110,776759
776662,45.603424,-122.68012,1.301919071E9,776110,776759
776662,45.60339,-122.67999,1.301919071E9,776110,776759
776662,45.60337,-122.679825,1.301919071E9,776110,776759
776662,45.603363,-122.679695,1.301919071E9,7
